Federal Provider Number,Provider Zip Code,Ownership Type,Date First Approved to Provide Medicare and Medicaid services,Overall Rating,Reported RN Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Total Amount of Fines in Dollars,Facility age,Government,Non profit,For profit,Young (<33% Percentile),Medium (33%-66% Percentile),Old (>66% Percentile),4- or 5-Star Overall Rating,3-Star Overall Rating,1- or 2-Star Overall Rating,0.75 RN staffing hours per resident day or higher,Under 0.75 RN staffing hours per resident day ,4.1 nurse staffing hours per resident day or higher,Under 4.1 nurse staffing hours per resident day,No fine,Small fine (1-<Median),Large fine (>=Median),No federal deficiencies,Federal deficiencies,Serious federal deficiencies
195174,70115,For profit - Corporation,09/14/1984,1,0.15881,3.15419,0,36,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,24,0
195592,70518,For profit - Limited Liability company,04/01/2004,3,0.26111,3.61175,0,16,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,8,0
015390,36104,For profit - Corporation,06/05/1986,5,0.35132,3.96648,0,34,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,4,0
255341,39503,For profit - Corporation,08/18/2014,1,0.40192,4.19185,8781,6,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,24,3
145999,60714,For profit - Corporation,12/30/2000,4,0.46633,2.76817,0,20,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,13,1
065416,80234,For profit - Partnership,06/27/2016,4,1.10823,4.8975,0,4,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,14,1
255266,39042,For profit - Corporation,12/01/2000,2,0.33584,4.30229,12808,20,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,16,4
015083,36323,For profit - Corporation,05/25/1967,2,0.50968,3.40699,0,53,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,17,0
215353,20850,For profit - Corporation,06/30/2009,5,1.21147,5.01635,0,11,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,7,0
225481,02740,Non profit - Corporation,07/01/1990,5,0.75491,3.71375,0,30,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,8,0
05A371,96002,For profit - Corporation,02/05/1988,5,0.2609,2.27781,0,32,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,6,0
015330,36748,Government - City,04/08/1971,3,0.58908,5.31527,0,49,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,10,0
185430,40351,Non profit - Corporation,10/25/1996,4,2.7914,5.51705,0,24,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,7,0
145382,60018,For profit - Individual,06/04/1979,4,0.95074,3.02059,0,41,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,16,0
165352,50536,For profit - Corporation,08/01/1997,5,1.06419,3.66654,21896,23,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,6,0
115358,30457,Non profit - Other,05/01/1989,5,0.48451,3.79519,0,31,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0
165172,52246,For profit - Partnership,07/06/1992,5,0.74973,4.58761,0,28,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,7,0
165381,52591,For profit - Limited Liability company,01/01/1998,3,0.57101,3.00239,0,23,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,23,1
085039,19720,For profit - Partnership,02/15/1991,2,0.78236,4.04078,82876,29,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,89,3
135110,83651,For profit - Corporation,01/30/1990,4,0.73408,4.22056,52696,30,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,46,3
035086,85635,For profit - Corporation,06/22/1983,2,0.58752,3.65445,0,37,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,21,0
075183,06066,For profit - Corporation,04/20/1967,3,0.691,3.41433,0,53,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,23,0
105377,32750,For profit - Individual,01/01/1981,4,0.57264,3.96143,0,40,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,17,0
155565,46135,Government - County,04/01/1995,2,0.80088,2.88589,0,25,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,17,2
235583,49707,For profit - Limited Liability company,09/02/1997,5,1.4911,4.6324,0,23,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,22,1
245312,55344,Non profit - Corporation,05/01/1986,5,1.0435,4.15843,6500,34,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,8,1
175008,67211,For profit - Corporation,01/01/1967,5,0.44695,3.99082,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,6,1
225298,01854,For profit - Corporation,02/17/1987,1,0.49065,3.98193,128136,33,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,22,9
185164,40906,For profit - Corporation,08/28/1981,1,0.59901,4.15601,275456,39,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,10,7
015111,35801,For profit - Corporation,11/01/1978,2,0.61436,3.14191,0,42,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,15,0
055608,90302,For profit - Corporation,11/09/1967,2,0.25959,3.87266,0,53,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,60,1
165536,50401,Non profit - Corporation,03/01/2004,2,0.24362,4.17361,7150,16,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,21,2
245626,55901,Non profit - Church related,07/07/2015,3,1.54928,4.67187,0,5,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,30,0
145684,60430,Non profit - Other,07/24/1990,2,1.13114,3.43813,0,30,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,42,1
015381,36527,Non profit - Corporation,07/07/1983,4,1.10306,4.48521,0,37,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,9,0
22A345,01862,For profit - Corporation,10/17/1986,5,1.48215,5.99076,0,34,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,9,0
165332,51573,For profit - Corporation,06/01/1997,5,0.63343,3.52007,0,23,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0
265697,64154,For profit - Limited Liability company,02/25/1999,1,0.25474,3.56951,64782,21,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,94,3
225360,01301,For profit - Partnership,05/30/1989,4,0.57259,2.94718,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,24,0
055303,93950,Non profit - Corporation,11/09/1972,5,1.32138,4.99295,7803,48,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,10,1
265532,64130,For profit - Partnership,04/01/1993,1,0.15964,3.04937,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,55,0
145721,62684,Non profit - Corporation,01/01/1992,4,0.55135,4.23326,6500,29,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,12,2
035105,85260,For profit - Corporation,04/09/1985,2,0.78091,3.15564,8294,35,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,20,1
015135,36116,Non profit - Corporation,05/10/1976,5,0.49787,4.9371,0,44,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,4,0
205124,04841,Non profit - Corporation,01/01/1993,3,0.77993,4.38652,0,28,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,15,0
175351,67432,For profit - Corporation,05/01/1995,3,0.87079,3.87323,16250,25,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,39,3
235441,49509,For profit - Partnership,10/01/1985,2,0.76705,3.87278,74763,35,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,54,17
115411,30439,For profit - Corporation,01/01/1990,1,0.18324,2.66843,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,14,0
155139,46901,For profit - Corporation,11/07/1972,1,0.73704,3.78738,79072,48,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,52,7
105503,33065,For profit - Corporation,06/13/1985,4,0.68374,5.05668,0,35,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,11,0
065142,80525,For profit - Corporation,10/01/1977,5,1.36472,4.26101,0,43,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
265740,63353,For profit - Corporation,08/26/2002,1,0.17934,3.71704,13351,18,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,27,3
165271,51104,For profit - Corporation,04/01/1996,2,0.66905,3.10606,0,24,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,20,2
145844,60634,Non profit - Corporation,08/01/1995,5,0.94258,4.0617,0,25,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,12,0
075274,06810,For profit - Corporation,10/22/1976,1,0.33618,2.90803,0,44,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,42,2
155377,47274,Government - County,05/09/1991,3,0.43969,3.46737,0,29,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,14,0
235416,48659,For profit - Corporation,11/23/1981,5,1.30832,4.51015,0,39,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,16,0
155292,46220,Government - County,02/06/1987,3,0.50468,4.34966,0,33,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,30,1
146037,61924,For profit - Limited Liability company,11/15/2002,1,0.56888,3.18961,0,18,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,31,1
265071,63017,Non profit - Corporation,05/19/1995,4,0.46083,6.09422,0,25,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,37,0
255276,39202,For profit - Corporation,07/01/2001,1,0.30818,3.04545,20381,19,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,15,4
115606,30114,For profit - Corporation,02/01/1997,3,0.19263,3.44299,0,23,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,9,0
225256,01013,For profit - Corporation,04/01/1979,5,0.58412,3.039,0,41,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,12,0
185096,40216,For profit - Corporation,01/01/1974,1,0.30317,3.02507,21393,47,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,17,6
165465,50613,Non profit - Corporation,07/01/2002,5,0.92626,4.58661,0,18,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0
045424,72450,Non profit - Corporation,04/01/2008,3,0.16799,3.8842,0,12,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,17,0
165553,52722,Non profit - Corporation,10/01/2004,5,0.61021,4.00159,0,16,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,6,1
155228,47374,Government - County,01/01/1984,2,0.38947,2.95538,0,37,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,23,0
185234,42029,Non profit - Other,01/03/1991,2,0.42418,3.67216,42066,30,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,15,3
265379,64150,For profit - Corporation,08/01/1989,1,0.31427,3.47897,0,31,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,42,1
235539,48235,For profit - Corporation,09/02/1993,2,0.2692,3.57388,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,50,3
225767,01960,Non profit - Corporation,03/05/2004,5,1.30204,4.51796,7036,16,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,18,1
165293,50213,Non profit - Corporation,08/09/1996,2,0.45911,3.00636,10615,24,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,22,2
015410,36802,Non profit - Other,12/05/1990,5,3.83511,8.77855,0,30,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,6,0
195612,70438,Non profit - Corporation,09/24/2004,4,0.21871,3.99535,0,16,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,3,0
055175,94122,For profit - Corporation,02/01/1971,5,1.0997,4.35704,0,49,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,32,0
225326,01752,For profit - Corporation,07/01/1990,2,0.60874,3.529,0,30,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,31,0
035132,85029,For profit - Corporation,08/05/1986,2,0.39997,3.13519,6500,34,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,32,1
145438,62234,For profit - Corporation,12/01/1981,1,0.21914,2.03151,0,39,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,47,7
145702,61080,For profit - Corporation,10/01/1991,3,0.6984,3.03939,48309,29,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,13,3
165187,52175,Non profit - Corporation,10/01/1993,5,0.70376,3.04524,0,27,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,4,1
015042,36925,For profit - Corporation,01/16/1967,2,0.31228,3.79259,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,8,0
255206,39702,For profit - Corporation,10/01/1995,1,0.60604,3.89154,16639,25,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,7,5
215013,20650,Non profit - Corporation,01/01/1967,5,0.43542,3.79275,0,54,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,12,0
14E812,62864,For profit - Corporation,03/03/1981,4,0.60623,3.60402,0,39,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,22,0
155620,46077,Non profit - Corporation,05/01/1997,2,0.55637,4.09147,203275,23,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,19,5
155026,46143,Non profit - Corporation,08/05/1969,5,0.53918,3.45507,6500,51,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,4,1
045214,71730,Government - County,09/01/1993,1,0.3232,5.15792,207241,27,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,36,5
235471,49080,For profit - Corporation,06/06/1988,1,0.50623,2.88746,0,32,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,48,7
215136,21784,For profit - Corporation,11/01/1981,1,0.42706,2.57883,0,39,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,86,0
165447,51503,For profit - Corporation,10/22/2001,4,0.41154,2.46657,0,19,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,12,0
225436,02122,Non profit - Corporation,07/01/1990,2,0.44601,3.75785,12938,30,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,28,4
215204,21286,For profit - Corporation,06/01/1989,3,0.99696,4.03721,0,31,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,65,0
235367,49855,For profit - Corporation,09/01/1978,3,0.73556,4.34372,11941,42,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,38,1
135015,83661,For profit - Corporation,07/01/1977,5,1.0109,3.86998,0,43,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,28,0
065254,80909,Non profit - Corporation,09/01/1989,2,0.28934,1.56056,38370,31,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,31,4
165583,50263,For profit - Corporation,12/20/2007,4,0.53816,4.08376,0,13,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,12,0
255326,39206,For profit - Corporation,06/01/2008,2,0.4617,3.83709,0,12,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,20,0
165299,52302,For profit - Corporation,11/01/1996,1,0.52973,3.13516,61798,24,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,48,6
265648,65018,For profit - Corporation,05/07/1996,5,0.35202,3.65309,0,24,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,7,0
015331,36867,For profit - Corporation,01/01/1972,3,0.26099,3.79968,0,49,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,6,0
145877,60419,For profit - Corporation,05/01/1996,2,0.26156,2.61664,0,24,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,50,0
265363,63965,For profit - Corporation,04/28/1989,3,0.48451,3.59426,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,19,1
106021,33130,Non profit - Corporation,04/21/2000,4,0.98167,4.35124,0,20,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,11,0
165399,50211,For profit - Corporation,09/22/1998,1,0.41951,3.35682,10551,22,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,27,3
195464,70578,For profit - Corporation,06/01/1998,3,0.17115,3.60652,6893,22,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,9,0
075328,06443,For profit - Corporation,01/01/1990,1,0.8352,2.98329,23416,31,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,25,3
235606,48744,For profit - Individual,03/19/2003,4,0.82151,4.61944,0,17,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,15,2
185154,40206,Non profit - Corporation,06/12/1978,2,1.36945,5.98553,23250,42,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,5,4
035280,85206,For profit - Limited Liability company,06/14/2011,5,1.26995,5.74628,0,9,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,1
055282,91768,For profit - Individual,01/01/1967,4,0.48496,3.99362,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,40,1
205113,04457,For profit - Corporation,01/01/1993,5,0.55478,4.25915,0,28,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,11,0
145796,60625,For profit - Corporation,07/01/1994,4,0.57375,1.65481,0,26,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,23,0
145515,62243,For profit - Corporation,12/19/1984,3,0.27038,3.43649,0,36,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,15,0
105812,33825,For profit - Corporation,07/01/1993,4,0.54109,4.16076,0,27,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,13,0
045457,72022,For profit - Corporation,04/22/2014,2,0.25238,3.83428,5103,6,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,31,1
045438,71603,Non profit - Corporation,12/17/2010,2,0.43103,4.21775,0,10,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,35,1
146051,62312,For profit - Corporation,08/01/2003,5,0.62823,3.18558,0,17,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,10,0
056317,91202,For profit - Corporation,09/25/1985,2,0.13091,3.99445,0,35,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,64,1
225558,01810,For profit - Corporation,10/01/1992,2,0.38647,2.00787,21131,28,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,15,3
175335,67335,For profit - Corporation,12/15/1994,1,0.45025,3.13735,31613,26,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,50,5
175560,66221,For profit - Corporation,12/12/2018,5,1.5546,5.29794,0,2,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,0
265417,63125,Non profit - Church related,02/20/1990,2,0.52991,4.30828,64318,30,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,40,3
265709,63137,For profit - Corporation,07/24/2000,1,0.20814,2.73166,0,20,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,50,0
215113,21740,Non profit - Corporation,04/03/1978,2,0.97877,3.62912,0,42,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,93,2
215143,21146,For profit - Corporation,09/01/1982,4,0.5572,3.55164,0,38,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,34,0
155664,46254,For profit - Corporation,04/29/1999,2,0.70083,3.64563,209292,21,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,54,5
155785,47712,For profit - Corporation,02/07/2011,5,0.87552,3.43926,0,9,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,23,0
255273,39212,For profit - Corporation,05/01/2001,2,0.57019,3.87833,0,19,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,18,0
145841,62959,Non profit - Corporation,06/22/1995,5,0.67451,4.77723,31000,25,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,11,4
055510,96001,For profit - Corporation,12/31/1971,5,0.36869,4.0943,0,49,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,23,1
045411,71861,For profit - Limited Liability company,02/11/2006,4,0.50527,3.35705,0,14,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,21,0
155583,46738,For profit - Corporation,10/01/1995,5,0.72869,3.48407,0,25,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,9,0
055755,90048,For profit - Corporation,01/01/1968,3,0.71708,3.86809,0,53,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,55,1
055963,94116,For profit - Limited Liability company,03/29/1974,4,0.70834,3.85594,0,46,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,28,0
145863,62959,For profit - Corporation,02/01/1996,2,0.52127,2.54732,20664,24,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,40,2
185039,40205,For profit - Corporation,02/01/1967,1,0.36772,3.20752,21951,53,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,32,7
145584,61938,For profit - Corporation,10/14/1987,1,0.51192,2.60441,0,33,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,44,4
155148,47710,Government - County,09/12/1973,3,0.49907,3.66117,0,47,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,37,0
015404,35023,For profit - Corporation,12/08/1989,4,0.86343,3.15763,9844,31,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,14,0
146063,61376,For profit - Corporation,06/01/2004,5,0.56845,3.28762,0,16,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,11,0
175100,66502,Non profit - Corporation,08/01/1971,4,0.2754,3.75953,0,49,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,14,1
105193,32608,For profit - Corporation,11/20/1968,2,0.47342,4.21135,53073,52,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,27,3
195531,71203,For profit - Limited Liability company,09/26/2001,2,0.17403,3.70089,0,19,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,12,0
265169,64658,For profit - Corporation,06/30/1982,4,0.78729,3.74831,0,38,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,18,1
265680,63135,For profit - Corporation,08/08/1997,4,0.26354,3.08811,0,23,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,31,0
165272,50314,For profit - Corporation,05/01/1996,1,0.8442,3.44084,6633,24,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,28,1
165186,50125,Non profit - Church related,11/01/1993,2,0.74621,3.23029,8775,27,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,26,4
225263,02169,For profit - Corporation,04/01/1979,1,0.40458,3.19985,0,41,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,58,3
145364,61802,For profit - Corporation,03/01/1978,1,0.54088,3.72677,52628,42,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,71,7
115598,30417,Non profit - Other,03/01/1996,4,0.35159,3.38055,0,24,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,5,0
045182,71730,For profit - Limited Liability company,12/12/1991,3,0.45368,3.6545,8297,29,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,13,1
235440,49546,Non profit - Corporation,09/01/1985,4,0.77783,4.47505,32430,35,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,22,4
145000,61571,For profit - Limited Liability company,01/01/1967,2,0.60099,3.40789,0,54,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,35,1
056048,95010,For profit - Corporation,04/01/1969,5,1.10919,3.94831,0,51,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,11,0
055187,91706,For profit - Corporation,06/01/1972,2,0.43959,4.02329,35260,48,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,69,3
145765,60660,For profit - Partnership,12/01/1993,2,0.37781,2.16148,0,27,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,36,1
235472,48867,Non profit - Corporation,08/16/1988,5,2.28326,5.98786,0,32,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,16,0
155196,46237,For profit - Corporation,10/22/1980,5,0.6462,3.68823,0,40,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,18,0
015424,36274,For profit - Corporation,07/12/1993,4,0.63198,3.8929,0,27,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
105362,33873,For profit - Corporation,02/19/1980,3,0.4846,4.08493,19234,40,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,24,1
045143,72714,For profit - Limited Liability company,06/01/1989,3,0.33762,3.46067,0,31,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,21,0
146162,62550,For profit - Corporation,06/21/2013,2,0.60952,2.98417,0,7,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,42,0
145649,62870,For profit - Corporation,08/15/1989,4,0.54247,3.0356,0,31,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,15,0
105524,33948,For profit - Corporation,09/25/1985,4,0.50951,4.46721,0,35,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,12,0
245464,55961,For profit - Individual,04/01/1987,2,0.75313,3.2601,50158,33,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,30,2
155459,47362,Non profit - Corporation,06/01/1992,4,0.72475,3.12371,0,28,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,11,0
125026,96817,For profit - Corporation,07/01/1976,2,0.94179,3.52213,10400,44,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,41,3
135103,83501,For profit - Corporation,01/06/1988,3,1.14982,3.92025,45276,33,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,42,6
265744,64482,For profit - Corporation,12/01/2002,4,0.31482,3.0535,0,18,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,13,0
245409,55901,For profit - Corporation,01/01/1987,1,0.76038,3.55031,46946,34,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,50,3
195553,70510,Non profit - Other,07/11/2002,4,0.17198,3.78325,0,18,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,10,0
105756,32046,For profit - Limited Liability company,02/01/1992,3,0.58949,3.87956,1623,28,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,10,0
146015,60098,Non profit - Corporation,07/17/2002,4,1.3166,3.65179,0,18,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,35,0
055280,94115,For profit - Limited Liability company,01/01/1967,4,0.42463,3.22836,0,54,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,26,0
245521,56440,Non profit - Corporation,02/01/1988,3,0.79602,4.58722,0,32,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,16,1
105307,32792,For profit - Corporation,01/01/1978,4,0.98184,4.10625,8099,43,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,13,1
015049,36526,Non profit - Corporation,01/23/1967,4,0.83766,3.59698,0,54,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,6,0
